Customer_ID,Recency,Avg_Order_Value,Customer_Lifetime_Days,Purchase_Rate,Total_Items_Sold,Product_Purchased,
CUS_TEST_0889,182,247.35,337,0.009,35, AMO Noilers (Day-Old Chicks),
CUS_TEST_0890,1,5,2,0.002,1, Amo Broiler ,
CUS_TEST_0891,215,280.85,1183,0.153,42, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0892,14,115.96,1811,0.054,28, AMO Noilers (Day-Old Chicks),
CUS_TEST_0893,215,112.21,1877,0.162,82, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0894,128,155.23,601,0.051,78, Amo Broiler ,
CUS_TEST_0895,310,456.29,820,0.165,82, Day Old Broilers (CASCADA Arbor Acres Broiler),
CUS_TEST_0896,1,5,2,0.002,1, AMO Noilers (Day-Old Chicks),
CUS_TEST_0897,29,369.61,1861,0.173,24, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0898,280,179.81,1885,0.1,8, Day Old CHI Arbor Acre Broilers - Carton of 50 Chicks,
CUS_TEST_0899,338,209.78,1540,0.06,53, Vertex Broiler ,
CUS_TEST_0900,319,71.53,1906,0.054,72, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0901,202,93.93,1204,0.087,4, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0902,1,5,2,0.002,1, Day-Old ZARTECH Broilers (Cobb 500) - One Carton,
CUS_TEST_0903,57,296.57,1259,0.045,5, Commercial Day Old Arbor Acres Plus Broilers Chicks (Grinphield Brand),
CUS_TEST_0904,1,5,2,0.002,1, The Master Turkey Manual: Raising Turkeys Day Old to Maturity (2021 Edition) 73 Pages,
CUS_TEST_0905,62,403.4,226,0.117,49, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0906,1,5,2,0.002,1, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0907,202,488.26,118,0.105,30, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0908,17,178.96,828,0.134,72, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0909,322,175.28,1487,0.054,63, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0910,6,162.84,817,0.182,47, Bronze Level Membership,
CUS_TEST_0911,58,69.83,777,0.088,26, Brush Cutter (Gasoline Engine) - Chinese Model,
CUS_TEST_0912,325,64.46,1236,0.027,57, Nuzaka F1 Cabbage Seeds (East West Seed Brand ,
CUS_TEST_0913,318,327.57,238,0.149,37, Mantis Tiller (Power Cultivator ,
CUS_TEST_0914,1,5,2,0.002,1, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0915,82,397.36,1183,0.064,7, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0916,219,79.14,694,0.125,40, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0917,1,5,2,0.002,1, Kitchen Digital Weight Scale ,
CUS_TEST_0918,204,61.74,1687,0.09,39, Agrited Broilers,
CUS_TEST_0919,71,32.19,900,0.18,62, Agrited Broiler ,
CUS_TEST_0920,1,5,2,0.002,1, Comprehensive Online Training On Poultry Farming (3 Days Zoom Webinar ,
CUS_TEST_0921,98,272.22,1159,0.078,78, Pig Nipple Drinker (5 Pieces),
CUS_TEST_0922,345,50.19,1428,0.164,53, Pepper + Nursery Tray (Combo,
CUS_TEST_0923,291,27.12,1635,0.194,4, Seed Co Maize Hybrid Seeds,
CUS_TEST_0924,208,494.98,1760,0.091,82, Agrited Broilers,
CUS_TEST_0925,2,24.71,727,0.102,25, Vaccination Program-The Complete Guide For Different Breeds of Poultry (E-Book),
CUS_TEST_0926,124,227.82,1152,0.115,7, The Master Turkey Manual: Raising Turkeys Day Old to Maturity (2021 Edition) 73 Pages,
CUS_TEST_0927,280,257.26,623,0.187,28, Your Complete Guide to Organic Poultry Farming (72 PAGES ,
CUS_TEST_0928,74,67.47,1640,0.172,69, Large Cassava Peeler ,
CUS_TEST_0929,166,92.84,915,0.035,67, AMO Noilers (Day-Old Chicks),
CUS_TEST_0930,1,5,2,0.002,1, AMO Noilers (Day-Old Chicks),
CUS_TEST_0931,154,383.22,1245,0.093,20, AMO Noilers (Day-Old Chicks),
CUS_TEST_0932,295,258.47,354,0.158,83, AMO Noilers (Day-Old Chicks),
CUS_TEST_0933,219,322.57,1008,0.121,11, AMO Noilers (Day-Old Chicks),
CUS_TEST_0934,157,492.74,1779,0.131,67, AMO Noilers (Day-Old Chicks),
CUS_TEST_0935,230,386.32,1880,0.2,87, AMO Noilers (Day-Old Chicks),
CUS_TEST_0936,20,222.84,985,0.016,7, AMO Noilers (Day-Old Chicks),
CUS_TEST_0937,41,228.76,1520,0.045,23, Grinphield Day-Old Marshall Broilers,
CUS_TEST_0938,148,313.2,923,0.082,61, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0939,108,336.03,1420,0.07,71, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0940,84,255.35,1371,0.005,34, AMO Noilers (Day-Old Chicks),
CUS_TEST_0941,322,325.98,173,0.019,19, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0942,309,21.53,413,0.137,58, Flip-Top Feeders - Brooder Birds,
CUS_TEST_0943,290,220.52,245,0.176,9, AMO Noilers (Day-Old Chicks),
CUS_TEST_0944,323,146.68,1414,0.103,48, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0945,134,73.3,353,0.108,82, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0946,207,58.78,1068,0.052,41, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0947,283,305.56,246,0.154,48, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0948,266,266.56,1545,0.151,45, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0949,73,134.26,980,0.118,25, Nipple Drinker with Clip ,
CUS_TEST_0950,352,240.77,1600,0.043,78, Day Old Broilers (CASCADA Arbor Acres Broiler),
CUS_TEST_0951,48,251.19,212,0.02,25, Day Old CHI Arbor Acre Broilers - Carton of 50 Chicks,
CUS_TEST_0952,326,105.55,299,0.014,19, Commercial Day-Old Arbor Acres Plus (FIDAN Broilers),
CUS_TEST_0953,233,329.53,974,0.119,39, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0954,100,392.65,1520,0.165,79, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0955,59,397.82,899,0.172,80, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0956,258,305.21,1665,0.093,27, Premier Seeds Maize ,
CUS_TEST_0957,65,260.7,1572,0.157,74, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0958,83,39.89,1595,0.189,63, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0959,154,151.04,496,0.056,68, Indian Type Bell Drinker (For Poultry ,
CUS_TEST_0960,266,55.7,334,0.08,19, Rubber Boots (Rain Boots ,
CUS_TEST_0961,309,482.27,1197,0.186,28, Indian Type Bell Drinker (For Poultry ,
CUS_TEST_0962,79,76.19,140,0.068,85, Local Poultry Drinkers ,
CUS_TEST_0963,315,84.37,1043,0.183,78, Bag Closing Machine (Electric-Powered) - Rechargeable,
CUS_TEST_0964,150,445.89,261,0.196,33, Hybrid Supergene Oil Palm Seedling,
CUS_TEST_0965,48,472.52,1744,0.133,10, EKOPAK Water Resistant Egg Crates(100 Pcs) - 30 Eggs Crate (no cover),
CUS_TEST_0966,248,385.26,1637,0.164,83, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0967,278,12.65,1775,0.15,30, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0968,356,10.66,1785,0.14,22, Foreign Turkey Poults - 30Pcs Per Carton (Full Carton ,
CUS_TEST_0969,98,195.27,1645,0.062,3, Intensive Aquaculture (Fish Farmers' Practical Guide),
CUS_TEST_0970,25,80.26,1553,0.012,82, Heteroclarias Spp Fingerlings/Post Fingerlings/Juveniles (Hybrid) -Special Maxi Brand -,
CUS_TEST_0971,284,19.01,624,0.069,75, NoduMax Legume Inoculant (100g Sachets),
CUS_TEST_0972,301,237.39,1607,0.134,48, Bully Max for Dogs (Muscle Builder Supplement ,
CUS_TEST_0973,68,472.1,1326,0.021,2, Clarias Spp Catfish Fingerlings (Standard/Ijebu Size) and Post-Fingerlings (Special Maxi Brand) - clarias-ijebu-sized-fingerlings,
CUS_TEST_0974,7,168.67,1756,0.003,76, Single Superphosphate Fertilizer (SAP,
CUS_TEST_0975,305,333.96,202,0.029,54, Sarosate (Weedkiller ,
CUS_TEST_0976,137,329.6,1002,0.143,6, Sarosate (Weedkiller ,
CUS_TEST_0977,164,133.03,1060,0.195,40, 300 Eggs Capacity Incubator (Fully Automated ,
CUS_TEST_0978,1,5,2,0.002,1, Gas Brooder with Infrared Functions (1000 and 2000 Chicks Capacity) - 1000 birds,
CUS_TEST_0979,138,114.04,1575,0.099,94, Lagon Plant Herbicide ,
CUS_TEST_0980,73,69.78,575,0.174,2, Diammonium Phosphate Fertilizer (50kg),
CUS_TEST_0981,237,353.68,577,0.148,73, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0982,46,65.59,1974,0.101,2, Maradona F² Pawpaw seedlings ,
CUS_TEST_0983,1,5,2,0.002,1, Brush Cutter (Gasoline Engine) - Chinese Model,
CUS_TEST_0984,1,5,2,0.002,1, Laywright Egg Formula (100g),
CUS_TEST_0985,262,301.13,943,0.188,74, HTC Digital Thermometer and Hygrometer (HTC 2),
CUS_TEST_0986,1,5,2,0.002,1, High Pressure Poultry Pen Fogger (Sprinkler System) - One-way fogger (with anti-drip),
CUS_TEST_0987,166,71.93,163,0.09,55, Soya Beans Seeds for Planting (1kg Packs and 50kg bags),
CUS_TEST_0988,145,23.64,314,0.135,72, AMO Broiler Chicks ,
CUS_TEST_0989,330,315.14,1179,0.067,60, AMO Noilers (Day-Old Chicks),
CUS_TEST_0990,1,5,2,0.002,1, Day-Old Pullets (Zartech),
CUS_TEST_0991,54,422.59,1492,0.127,6, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0992,178,246.53,1902,0.006,19, Agrited Broiler ,
CUS_TEST_0993,244,390.95,715,0.144,96, ND IB Vaccine (2-in-1 ,
CUS_TEST_0994,341,339.7,1205,0.103,27, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0995,1,5,2,0.002,1, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0996,271,251.37,1591,0.127,33, NPK 20:20:20 Agrovert Fertilizer (Foliar),
CUS_TEST_0997,132,320.37,1436,0.106,40, Cattle Weighing Scale (3 tonnes Capacity ),
CUS_TEST_0998,93,404.71,1168,0.117,32, Day-Old FIDAN Broilers (Arbor Acres Plus),
CUS_TEST_0999,73,204.96,923,0.137,69, Day-Old FIDAN Broilers (Arbor Acres Plus),
CUS_TEST_1000,248,404.93,1535,0.151,17, Efia Hot Pepper Seeds (East West Seed Brand) ,
